trip1, sequence1, lat, long, trip2, sequence2, lat2,long2
528,13373,19.4499344419,-99.1153332724,237,6087,19.4499165531,-99.1153332724
155,3990,19.3469553952,-99.1901537923,255,6614,19.3470401,-99.1901537923
51,15849,19.4186990118,-99.0562962985,484,12213,19.4186395082,-99.0562962985
489,12315,19.416491759,-99.0896655615,256,6672,19.4164900861,-99.0896655615
41,15340,19.2662553922,-99.2072662569,98,10097,19.2662674636,-99.2072662569
179,4646,19.5028116745,-99.1158516197,556,14198,19.5027747908,-99.1158516197
537,13629,19.4882261559,-99.0535901655,323,10724,19.4882202563,-99.0535901655
263,6917,19.3176004538,-99.2371000983,419,10640,19.3176159604,-99.2371000983
17,9751,19.3420663,-99.1404136,15,446,19.3420609856,-99.1404136
537,14967,19.4742692992,-99.0847963295,310,10815,19.4742677104,-99.0847963295
309,12761,19.3344458,-99.154236,15,12831,19.3344380194,-99.154236
112,2931,19.4210266509,-99.0595159074,202,5156,19.4210279956,-99.0595159074
191,4886,19.3247770185,-99.083206291,69,1838,19.3247847394,-99.083206291
121,3111,19.4845831003,-99.1052993096,387,16531,19.4846173066,-99.1052993096
189,4829,19.4229150391,-99.1268255991,100,9879,19.4229117691,-99.1268255991
97,4395,19.3384970297,-99.1922308136,255,6612,19.3385126145,-99.1922308136
22,651,19.3043456954,-99.0599702053,431,10939,19.3043619424,-99.0599702053
369,9373,19.3008795487,-99.1468771647,554,14136,19.3008920442,-99.1468771647
174,4510,19.5961637255,-99.0399323879,462,11635,19.5961140714,-99.0399323879
98,2576,19.2985944418,-99.2115224918,473,11982,19.2985891292,-99.2115224918
189,7025,19.4221796666,-99.1701993907,86,2288,19.422230621,-99.1701993907
431,10925,19.3379748668,-99.108992457,502,12660,19.3380255078,-99.108992457
36,4692,19.3242094635,-99.1395381559,376,9526,19.3242771175,-99.1395381559
89,2336,19.4583974427,-99.2143555685,66,1792,19.4583466,-99.2143555685
75,2011,19.5069459878,-99.152090918,67,1812,19.5070155516,-99.152090918
282,7336,19.428194822,-99.0466044681,332,14359,19.4281937998,-99.0466044681
2,55,19.5364603977,-99.0271862776,282,7306,19.5364015847,-99.0271862776
226,5797,19.3634990945,-99.1019753241,14,434,19.3635165428,-99.1019753241
492,12378,19.545451162,-99.1196079085,109,2857,19.5455174563,-99.1196079085
131,12909,19.4403283594,-99.0958291613,615,15772,19.4402503328,-99.0958291613
15,12831,19.3344380194,-99.1542049508,309,12761,19.3344458,-99.1542049508
361,9196,19.3130418,-99.1692525,49,1322,19.3130979433,-99.1692525
465,11741,19.3030822943,-99.1856947315,124,3172,19.3030914026,-99.1856947315
261,6813,19.406896,-99.08131,79,9306,19.406896,-99.08131
621,15934,19.3194736787,-99.138602117,217,5556,19.3195102889,-99.138602117
438,11106,19.4989497205,-99.184232256,579,14740,19.4988837261,-99.184232256
583,15395,19.4576773797,-99.2146649093,308,7977,19.4576222916,-99.2146649093
40,7587,19.3905227549,-99.125081683,239,9980,19.390526252,-99.125081683
36,920,19.337317611,-99.1469413617,15,450,19.3372670922,-99.1469413617
5,2496,19.3555376859,-99.08473124,69,1855,19.3555381577,-99.08473124
499,12571,19.375916,-99.1888605,117,3039,19.3759186303,-99.1888605
198,15994,19.3047517223,-99.1803422991,266,6969,19.3047141631,-99.1803422991
478,12099,19.4775437291,-99.0443878309,248,6405,19.4775318119,-99.0443878309
78,2070,19.3918713485,-99.0739341095,582,14819,19.3918890405,-99.0739341095
429,10875,19.3356772958,-99.0747838365,543,13847,19.3357589882,-99.0747838365
132,3391,19.5089756406,-99.2368086986,136,3502,19.5089921917,-99.2368086986
51,1393,19.4304202,-99.0521745,370,9400,19.430356075,-99.0521745
347,8872,19.4198190672,-99.0970185097,348,8903,19.4198134161,-99.0970185097
43,1173,19.5218322874,-99.0852288819,161,4193,19.5218336967,-99.0852288819
226,5814,19.3420245864,-99.0520003312,490,12323,19.3420248803,-99.0520003312
307,7935,19.3030483782,-99.1860011931,124,3174,19.3030555918,-99.1860011931
567,14470,19.2915356805,-99.1219702639,472,11922,19.2915566597,-99.1219702639
540,13729,19.3584364648,-99.0909936655,314,8140,19.3584520003,-99.0909936655
235,14464,19.2597327,-99.1051641,61,5972,19.2597274321,-99.1051641
204,5212,19.4724573,-99.1633645,56,1463,19.4724543352,-99.1633645
278,7212,19.3056182,-99.18463,480,12140,19.3056182,-99.18463
25,689,19.3737263199,-99.0165926694,256,6655,19.37369993,-99.0165926694
618,15838,19.4732779615,-99.079593803,310,10817,19.4732808012,-99.079593803
131,3343,19.4319368317,-99.1147539866,271,7047,19.4319083924,-99.1147539866
305,16593,19.4196561,-99.1761646,454,11501,19.4196754498,-99.1761646
45,1203,19.4238484943,-99.1742055739,327,11607,19.4238614775,-99.1742055739
386,9771,19.3293710052,-99.1612866815,285,7437,19.3293478981,-99.1612866815
366,9281,19.4110268,-99.0693088,471,11906,19.4110678885,-99.0693088
478,12093,19.4617509008,-99.0603596468,498,12499,19.4617563038,-99.0603596468
65,1773,19.3045171551,-99.1261942159,610,15624,19.3044967859,-99.1261942159
282,7306,19.5364015847,-99.027212728,2,55,19.5364603977,-99.027212728
47,1271,19.3912287823,-99.1174786012,40,7590,19.3912636753,-99.1174786012
335,8647,19.341337007,-99.139273587,183,4733,19.3413275578,-99.139273587
454,14407,19.3661872759,-99.1556309425,160,4168,19.3661495,-99.1556309425
83,2204,19.4160083052,-99.0988135154,359,9162,19.4160356371,-99.0988135154
500,12586,19.2978736549,-99.1523027698,144,3693,19.2978625661,-99.1523027698
537,14972,19.4806172987,-99.0770053821,310,10819,19.4805524173,-99.0770053821
25,699,19.4127100122,-99.0830491891,78,13286,19.412745206,-99.0830491891
472,11925,19.2980150067,-99.1383485447,414,10403,19.2980208096,-99.1383485447
256,7144,19.4111201851,-99.0819690731,257,13489,19.4110841283,-99.0819690731
615,15766,19.4759506236,-99.0789961075,72,13961,19.4760099977,-99.0789961075
496,12471,19.4410292111,-99.1428330226,45,13519,19.4410026986,-99.1428330226
78,2069,19.3838315468,-99.0758233464,413,10374,19.3838654538,-99.0758233464
110,2903,19.3893717568,-99.0597030869,247,6395,19.3892874378,-99.0597030869
254,6600,19.4447392502,-99.1386304564,572,14564,19.4447361681,-99.1386304564
440,11155,19.3410024075,-98.9583153242,356,9106,19.3409723932,-98.9583153242
40,1027,19.3893635353,-99.1209054001,239,9977,19.3893716266,-99.1209054001
500,12576,19.3038117228,-99.145246516,569,14516,19.3038385149,-99.145246516
329,9144,19.5353785571,-99.06407998,139,3588,19.5353334344,-99.06407998
504,12700,19.4989634887,-99.0956805445,139,14850,19.4989609193,-99.0956805445
168,4399,19.3385312638,-99.1179004726,158,15782,19.3385369978,-99.1179004726
265,15219,19.330178884,-99.1361085735,336,8677,19.3301868286,-99.1361085735
263,6917,19.3176004538,-99.2371000983,419,10641,19.3176159604,-99.2371000983
347,8885,19.3566499492,-98.9857474451,256,7153,19.3566499259,-98.9857474451
70,1859,19.2558444051,-99.0112029164,101,2682,19.2558566766,-99.0112029164
391,9863,19.2969759255,-99.2337906042,576,14694,19.2969892621,-99.2337906042
144,3691,19.2986453929,-99.1510337388,411,10349,19.2986209332,-99.1510337388
194,6337,19.3384232574,-99.0642431818,582,14786,19.3384662636,-99.0642431818
247,6369,19.3386976714,-99.0642554318,398,10006,19.3386554,-99.0642554318
265,15210,19.3281161031,-99.1082872292,90,2353,19.3281148876,-99.1082872292
613,15696,19.3743841267,-99.0984991231,116,3005,19.3744497691,-99.0984991231
443,11200,19.3368372483,-99.1820057292,30,775,19.3368565158,-99.1820057292
504,12697,19.4859709417,-99.1034218438,363,9223,19.48603509,-99.1034218438
577,16253,19.301084091,-99.1247871785,176,4566,19.3010465803,-99.1247871785
248,6421,19.4783968098,-99.0780708187,310,7999,19.4784028232,-99.0780708187
256,7153,19.3566499259,-98.9857473685,347,8886,19.3566248488,-98.9857473685
113,2956,19.3145975937,-99.0708476338,216,16139,19.3146195316,-99.0708476338
124,3175,19.3021547733,-99.1860184011,198,15997,19.3021566165,-99.1860184011
413,10373,19.3838654538,-99.0758139833,257,6690,19.3838708844,-99.0758139833
621,15940,19.3437236298,-99.1415902588,183,4734,19.3437247645,-99.1415902588
270,7026,19.4679695166,-99.1386627777,452,11434,19.4679065723,-99.1386627777
37,939,19.3695843802,-99.122084339,83,2215,19.3695839015,-99.122084339
164,4265,19.3571647692,-99.1896848692,187,4795,19.3571690573,-99.1896848692
213,5391,19.4259482972,-99.1938808657,219,5598,19.4259390168,-99.1938808657
278,7214,19.3056182,-99.18463,480,12140,19.3056182,-99.18463
500,12599,19.2842465106,-99.1900765577,41,4768,19.2842380282,-99.1900765577
16,6539,19.4599218344,-99.1232781123,81,2164,19.4599503492,-99.1232781123
427,10831,19.2921098932,-99.178261495,225,5754,19.2921608586,-99.178261495
215,15226,19.402147774,-99.1882311556,8,184,19.4021665378,-99.1882311556
67,1805,19.5185054264,-99.147585642,75,1999,19.5184655122,-99.147585642
416,10530,19.3770362,-99.1369746,226,5771,19.3770331023,-99.1369746
424,10761,19.4757418133,-99.1279062125,262,6862,19.4758084225,-99.1279062125
40,7599,19.3857829335,-99.1009200651,239,6145,19.3857955022,-99.1009200651
520,13158,19.3194786929,-99.0797125128,113,2959,19.3194656338,-99.0797125128
323,8376,19.4760599489,-99.0390055006,478,12106,19.4760765913,-99.0390055006
527,13333,19.5362879146,-99.0272638498,2,56,19.5363021032,-99.0272638498
615,15767,19.4750199127,-99.0791182615,46,15443,19.4750260574,-99.0791182615
266,6965,19.3085892702,-99.1783762288,551,14004,19.3086249659,-99.1783762288
370,9405,19.4179115991,-99.0738163251,484,13679,19.4179039516,-99.0738163251
408,10285,19.4775348107,-99.0946711361,248,15017,19.4775591553,-99.0946711361
433,10986,19.2926188133,-99.1685750651,225,5764,19.2926477284,-99.1685750651
327,11620,19.452958783,-99.1308647826,59,11816,19.4530030501,-99.1308647826
454,14423,19.3168670048,-99.1383387256,151,3892,19.3168758242,-99.1383387256
435,11031,19.3443524801,-99.0643386769,194,12067,19.3442806591,-99.0643386769
225,5760,19.2952178351,-99.1792456889,41,4773,19.2952176255,-99.1792456889
604,15466,19.3222120598,-98.9588173893,416,10563,19.3221578887,-98.9588173893
583,15398,19.4576874967,-99.2146604163,308,7977,19.4576222916,-99.2146604163
100,9880,19.4229079738,-99.1267751988,189,4830,19.4229146896,-99.1267751988
8,10608,19.3869408021,-99.2426811401,215,5419,19.3869219187,-99.2426811401
562,14336,19.4231117463,-99.0261060745,259,8832,19.4231122426,-99.0261060745
336,8662,19.3209873376,-99.0839261449,191,4887,19.3209978486,-99.0839261449
579,14739,19.4782600445,-99.187034625,102,15960,19.4782096488,-99.187034625
200,5098,19.4978737284,-99.0964475912,287,7495,19.4978923581,-99.0964475912
288,7527,19.3823899693,-99.2526837027,8,198,19.382408972,-99.2526837027
58,1548,19.4789259949,-99.1076908265,248,15014,19.4789249371,-99.1076908265
647,16646,19.316861973,-99.1394351811,152,3925,19.3168341992,-99.1394351811
9,254,19.3477143644,-99.1646239279,369,9361,19.3477905185,-99.1646239279
248,15021,19.4820122955,-99.0734769824,537,14974,19.4820255554,-99.0734769824
259,8832,19.4231122426,-99.0261078938,562,14336,19.4231117463,-99.0261078938
552,14043,19.5047272423,-99.1116598801,597,15257,19.5047504325,-99.1116598801
491,12337,19.4782967125,-99.1633173103,606,15535,19.4782498017,-99.1633173103
242,6191,19.3988402177,-99.2011712772,416,10505,19.3988007369,-99.2011712772
295,7725,19.4241696393,-99.182005602,219,5606,19.4241836517,-99.182005602
567,14473,19.3018314439,-99.1467124027,253,6555,19.3018649939,-99.1467124027
162,4237,19.3053559552,-99.2343107687,97,2541,19.305410715,-99.2343107687
10,3632,19.2648724503,-99.1066028535,176,4553,19.2648682714,-99.1066028535
89,2349,19.5036233768,-99.2015305756,337,8697,19.5036358146,-99.2015305756
611,15678,19.3574718612,-99.0861690202,624,16055,19.3574289223,-99.0861690202
71,1937,19.5017948841,-99.1575840696,21,609,19.5018733585,-99.1575840696
525,13268,19.3566454,-99.1116727,170,4427,19.3566474004,-99.1116727
257,13486,19.4127445431,-99.0831078902,25,699,19.4127100122,-99.0831078902
31,813,19.3059468446,-99.2668737803,251,6505,19.3059776663,-99.2668737803
149,3835,19.3222441861,-98.9587927163,604,15466,19.3222120598,-98.9587927163
206,5274,19.4909957751,-99.168823297,92,4490,19.4909892852,-99.168823297
147,3767,19.4167403521,-99.0903384643,100,2636,19.4167880832,-99.0903384643
534,13534,19.4304509534,-99.0524589957,370,9401,19.4304365,-99.0524589957
578,14716,19.3628160817,-99.0834992715,110,2873,19.3627681072,-99.0834992715
98,2567,19.3106340267,-99.173569975,465,11735,19.3106017226,-99.173569975
67,1812,19.5070155516,-99.1521185949,75,2011,19.5069459878,-99.1521185949
611,15654,19.3949712501,-99.0732099084,78,13304,19.3949070586,-99.0732099084
469,11840,19.3811327353,-99.1586060749,23,673,19.381129,-99.1586060749
525,13274,19.3565291342,-99.0867883477,257,6677,19.3565295041,-99.0867883477
97,5841,19.3437477,-99.1903134,415,10475,19.3437672346,-99.1903134
333,8614,19.4680284845,-99.1400379894,629,16226,19.4680322223,-99.1400379894
583,14834,19.4885018104,-99.2168964522,89,8956,19.4884649181,-99.2168964522
183,4728,19.3443567791,-99.1624115141,9,257,19.3443674852,-99.1624115141
123,3128,19.2995652278,-99.1457182225,325,8403,19.2995923902,-99.1457182225
102,16703,19.5108405407,-99.1926808072,63,1703,19.5108530839,-99.1926808072
248,15026,19.4797247665,-99.0625379659,408,10297,19.4797167572,-99.0625379659
54,1418,19.3012595646,-99.1471566341,152,5127,19.30127512,-99.1471566341
68,1828,19.3651537439,-99.1641445254,170,4417,19.3651527065,-99.1641445254
314,8110,19.3591679918,-98.9945219331,512,12914,19.3591644909,-98.9945219331
162,4225,19.3052847809,-99.202452884,98,2574,19.3052725352,-99.202452884
413,10373,19.3838654538,-99.0758139833,78,2068,19.3838154724,-99.0758139833
567,14475,19.316019434,-99.1665910834,285,7446,19.31601938,-99.1665910834
565,14439,19.3881899432,-98.9784212107,383,9700,19.3882073,-98.9784212107
220,5611,19.4019696878,-99.0659167269,28,2721,19.4019577572,-99.0659167269
15,463,19.3262219648,-99.1686283666,621,15912,19.3262124823,-99.1686283666
624,16056,19.3570318807,-99.0864094367,257,13506,19.357012,-99.0864094367
108,2822,19.5070210173,-99.1080191898,535,13553,19.5070167023,-99.1080191898
72,1944,19.4259556328,-99.1021905629,6,127,19.4259139271,-99.1021905629
98,10119,19.3107688815,-99.1724961946,277,7209,19.3108028265,-99.1724961946
61,5933,19.345354843,-99.1375434837,265,6946,19.3453525085,-99.1375434837
61,1670,19.310167693,-99.1239887595,235,6056,19.3101676099,-99.1239887595
534,13540,19.4178267313,-99.0728275881,231,11274,19.4178327,-99.0728275881
145,9490,19.4192556688,-99.0944913489,347,13903,19.4192779649,-99.0944913489
480,12140,19.3056182,-99.18463,278,7212,19.3056182,-99.18463
231,11275,19.4148883794,-99.0746032373,624,16010,19.4148676024,-99.0746032373
226,5802,19.356068069,-99.0933380447,525,13273,19.3560661764,-99.0933380447
2,56,19.5363021032,-99.0272574687,282,7310,19.5363730234,-99.0272574687
156,4027,19.29786491,-99.1523414723,500,12587,19.2978734163,-99.1523414723
65,1775,19.3044406925,-99.1260138166,610,15625,19.3044049516,-99.1260138166
488,12267,19.3427121315,-99.1907548755,450,11407,19.3427860307,-99.1907548755
260,6787,19.49653127,-99.0824705496,58,1562,19.4964626,-99.0824705496
213,5378,19.4092204124,-99.2335716445,295,7716,19.409165234,-99.2335716445
67,10866,19.4678888314,-99.1387296881,452,11434,19.4679065723,-99.1387296881
144,3717,19.2844542228,-99.1891572246,198,5038,19.2844585973,-99.1891572246
402,10136,19.2999692114,-99.1110423306,65,1779,19.2999492101,-99.1110423306
162,4243,19.2942734151,-99.2310744019,97,5862,19.2942023826,-99.2310744019
154,3982,19.3206436521,-99.1589690578,621,15916,19.3206052126,-99.1589690578
67,1818,19.4690462,-99.1372155,75,2016,19.4691347494,-99.1372155
81,8105,19.426023207,-99.1763427612,463,11689,19.4260984994,-99.1763427612
97,5844,19.3377337433,-99.1963044076,473,11974,19.3377240946,-99.1963044076
606,15521,19.4633295,-99.1545777,76,2023,19.4633295,-99.1545777
138,3571,19.468270867,-99.0645482625,275,7380,19.4682010513,-99.0645482625
582,14820,19.4001776222,-99.0719927123,471,11900,19.4001112,-99.0719927123
84,2247,19.3791999098,-99.1401108063,80,12015,19.3791665078,-99.1401108063
361,16277,19.3283454312,-99.1733566622,142,3652,19.3283825249,-99.1733566622
480,12140,19.3056182,-99.18463,278,7211,19.3055995226,-99.18463
310,10817,19.4732808012,-99.0796092764,618,15837,19.4732779615,-99.0796092764
176,4550,19.2551036967,-99.1022147496,517,13061,19.255108585,-99.1022147496
170,4410,19.3697856662,-99.1835568101,249,6450,19.3698682,-99.1835568101
117,13233,19.3732517858,-99.1880414415,324,12243,19.3732662627,-99.1880414415
332,8607,19.4189398147,-99.0706834029,55,12999,19.4189908943,-99.0706834029
3,14585,19.4011220292,-98.9890528233,55,12964,19.4011112069,-98.9890528233
226,5773,19.3717201653,-99.136810548,449,11313,19.3717313778,-99.136810548
517,13067,19.2641744513,-99.1030206208,176,4552,19.2641639761,-99.1030206208
226,5816,19.3424776003,-99.0476617404,551,14022,19.3424713369,-99.0476617404
142,3662,19.2939226757,-99.2158493987,41,1049,19.2939004934,-99.2158493987
278,7214,19.3056182,-99.18463,445,11224,19.3056209333,-99.18463
499,12547,19.3399031309,-99.2512956516,57,1525,19.3399477868,-99.2512956516
177,4601,19.3726810457,-99.0706077829,133,3419,19.3726436118,-99.0706077829
194,8317,19.3089761522,-99.0668811341,128,3268,19.3089614231,-99.0668811341
303,7867,19.468316599,-99.1249540075,18,12873,19.4683110547,-99.1249540075
336,8652,19.3084284158,-99.0566396294,194,14569,19.3084085467,-99.0566396294
599,15292,19.4190996159,-99.1775897595,81,2136,19.4191697997,-99.1775897595
36,917,19.3425285567,-99.1445804403,647,16640,19.3425631325,-99.1445804403
248,15017,19.4775591553,-99.0947267092,408,10285,19.4775348107,-99.0947267092
90,2353,19.3281148876,-99.1082603513,265,15210,19.3281161031,-99.1082603513
131,12907,19.4463109745,-99.0866263988,72,13973,19.4462910366,-99.0866263988
67,1810,19.5184866866,-99.1562839852,75,2010,19.5185052086,-99.1562839852
149,3841,19.3062698034,-98.9737013379,271,7090,19.3062499437,-98.9737013379
89,8946,19.5086319308,-99.2082001866,241,6182,19.5086332805,-99.2082001866
449,11334,19.3612535472,-99.0939750093,14,431,19.3612563605,-99.0939750093
299,11098,19.4707667968,-99.0795149259,122,10232,19.470752923,-99.0795149259
17,9476,19.3424537176,-99.1478604193,473,13479,19.3424446592,-99.1478604193
327,11626,19.47814532,-99.1198996319,59,7742,19.4781532379,-99.1198996319
324,8386,19.3641684121,-99.1889589894,415,10482,19.3641703944,-99.1889589894
457,11515,19.4205537677,-99.1760742707,401,10127,19.4205561811,-99.1760742707
497,12490,19.5331831525,-99.0681485442,504,12710,19.5331969518,-99.0681485442
125,3229,19.4209686397,-99.063229356,112,2933,19.4209692659,-99.063229356
36,919,19.337317611,-99.1469413617,15,450,19.3372670922,-99.1469413617
116,3004,19.3723173724,-99.098168476,469,11848,19.372315,-99.098168476
315,8188,19.3443567739,-99.1624114716,9,257,19.3443674852,-99.1624114716
271,7085,19.3135821811,-98.96353885,149,3837,19.313509949,-98.96353885
624,16053,19.3589426447,-99.085356982,611,15677,19.3589061187,-99.085356982
85,2261,19.3202844184,-99.1504846903,154,3980,19.3203139347,-99.1504846903
155,4015,19.3427623365,-99.1495018235,335,8645,19.3427508766,-99.1495018235
285,7431,19.337281308,-99.1842444667,507,12808,19.337297479,-99.1842444667
575,14609,19.1251162509,-98.7700907073,42,1107,19.1250602256,-98.7700907073
59,7751,19.4969579,-99.1183729,580,14752,19.4969579,-99.1183729
375,9491,19.2645477738,-99.1080333807,165,16534,19.2645417,-99.1080333807
484,13673,19.4136649848,-99.0412560341,211,7693,19.413678132,-99.0412560341
315,8189,19.3439292262,-99.1587876131,155,4009,19.343935191,-99.1587876131
266,6974,19.2874566974,-99.1850713063,144,3714,19.2875230812,-99.1850713063
8,184,19.4021665378,-99.1882049657,215,15226,19.402147774,-99.1882049657
113,2966,19.3284342813,-99.1049726213,39,1006,19.3283927725,-99.1049726213
131,12900,19.4912377,-99.0469141,282,7319,19.4912524492,-99.0469141
261,6800,19.3722756708,-99.0970090834,79,9296,19.3722766521,-99.0970090834
430,10910,19.3568010112,-99.298883924,8,208,19.3568122425,-99.298883924
231,11291,19.3772656752,-99.0777446234,413,10370,19.3772331622,-99.0777446234
577,16246,19.2664724969,-99.1154457126,517,13069,19.2664473954,-99.1154457126
299,7791,19.4507600078,-99.0794772571,46,1232,19.4507851,-99.0794772571
424,10764,19.4750241904,-99.1320204138,91,2383,19.4750346036,-99.1320204138
580,14744,19.4969579,-99.1183729,59,7751,19.4969579,-99.1183729
151,3903,19.2998326138,-99.1028660123,159,4105,19.2998388169,-99.1028660123
506,12767,19.3098099737,-99.0668089863,128,3269,19.3097740547,-99.0668089863
611,15655,19.3948596688,-99.07323546,78,13304,19.3949070586,-99.07323546
160,4141,19.3006198176,-99.113310921,541,13744,19.3006400009,-99.113310921
81,2164,19.4599503492,-99.1233609432,16,6538,19.4599218344,-99.1233609432
98,2574,19.3052725352,-99.2024097774,162,4225,19.3052847809,-99.2024097774
506,12770,19.3158454194,-99.0628219572,194,8323,19.3158467257,-99.0628219572
145,3728,19.4101653,-99.0799747687,149,3822,19.410163854,-99.0799747687
162,4240,19.3007794,-99.2332507,35,888,19.3007698351,-99.2332507
19,555,19.4008610588,-99.1367677001,84,2252,19.4009494393,-99.1367677001
473,11982,19.2985891292,-99.2115428479,98,2577,19.2985944418,-99.2115428479
576,14691,19.3051586629,-99.2345150831,371,9411,19.3051342,-99.2345150831
89,2349,19.5036233768,-99.2015305756,136,3512,19.5035470859,-99.2015305756
435,11031,19.3443524801,-99.0643386769,51,1366,19.3442993242,-99.0643386769
454,11501,19.4196754498,-99.1760801532,305,16592,19.4196561,-99.1760801532
59,7751,19.4969579,-99.1183729,580,14745,19.4969579,-99.1183729
105,2755,19.2994447969,-99.1500141071,500,12582,19.2994491402,-99.1500141071
231,5924,19.3915612832,-99.0740054962,624,16024,19.3916192782,-99.0740054962
263,6919,19.3227111,-99.2230281,507,12791,19.3227111,-99.2230281
618,15827,19.4643900991,-99.0639324144,262,6846,19.4644047297,-99.0639324144
226,5774,19.3716941798,-99.1368146834,449,11313,19.3717313778,-99.1368146834
578,14725,19.3712679379,-99.0747873488,110,2879,19.3712481599,-99.0747873488
21,609,19.5018733585,-99.1575626248,71,1937,19.5017948841,-99.1575626248
89,8955,19.4884649181,-99.2169097068,583,14834,19.4885018104,-99.2169097068
79,9318,19.4262082386,-99.1304351364,100,2643,19.4262275,-99.1304351364
577,16243,19.2645213237,-99.1078991573,341,9951,19.264448909,-99.1078991573
324,12237,19.3915802287,-99.1858372706,243,6221,19.3915206687,-99.1858372706
69,1844,19.3347832467,-99.0811931339,14,408,19.334787383,-99.0811931339
144,3714,19.2875230812,-99.1850354774,266,6974,19.2874566974,-99.1850354774
576,14691,19.3051586629,-99.2345150831,97,5858,19.3051342,-99.2345150831
569,14516,19.3038385149,-99.1452265313,500,12576,19.3038117228,-99.1452265313
271,7068,19.3872929255,-99.040147612,330,8562,19.3873038874,-99.040147612
591,15115,19.1214868505,-98.7717622063,42,1105,19.1214186213,-98.7717622063
517,13095,19.3404038251,-99.1372801541,265,15224,19.340403237,-99.1372801541
168,4397,19.3416272624,-99.1375003818,61,5936,19.3415708103,-99.1375003818
507,12793,19.3226679831,-99.2229565278,263,6919,19.3227111,-99.2229565278
221,10952,19.3240059521,-99.1383725992,49,1308,19.324000635,-99.1383725992
94,2447,19.5108804501,-99.1929256239,102,16701,19.510874767,-99.1929256239
121,3096,19.5648917177,-99.0604057915,200,5110,19.5648630362,-99.0604057915
247,6356,19.2985740771,-99.092161742,159,4112,19.2985920846,-99.092161742
45,13518,19.4460391513,-99.1372001285,59,1599,19.4460268071,-99.1372001285
149,3838,19.3122701204,-98.9637416603,271,7086,19.3123326487,-98.9637416603
69,1849,19.3506224977,-99.0751469113,540,13715,19.350554084,-99.0751469113
81,2178,19.4211851684,-99.0957552577,16,6548,19.4212593695,-99.0957552577
119,15752,19.5043347372,-99.2012998513,340,8734,19.5043696259,-99.2012998513
451,11413,19.3565111856,-99.0052527119,512,12917,19.3565311657,-99.0052527119
366,9283,19.3950377824,-99.0731946728,611,15654,19.3949712501,-99.0731946728
257,6677,19.3565295041,-99.0868517246,177,4593,19.3565279839,-99.0868517246
363,9231,19.5718237298,-99.0429609907,139,3598,19.5718456447,-99.0429609907
324,12254,19.3404394733,-99.1914900354,450,11410,19.3405149471,-99.1914900354
162,4221,19.3039497528,-99.1803406512,465,11738,19.3039873839,-99.1803406512
92,4490,19.4909892852,-99.1688210074,424,10780,19.4910659751,-99.1688210074
156,4041,19.3423064523,-99.1547531108,414,10412,19.3423528523,-99.1547531108
247,6395,19.3892874378,-99.0597165027,110,2903,19.3893717568,-99.0597165027
25,699,19.4127100122,-99.0830491891,257,13486,19.4127445431,-99.0830491891
169,11508,19.337294091,-99.1841971313,507,12808,19.337297479,-99.1841971313
585,14900,19.4022806537,-99.0977098299,273,9217,19.4023587445,-99.0977098299
587,14949,19.3726212,-99.0706185,177,4601,19.3726810457,-99.0706185
159,4105,19.2998388169,-99.1027734524,151,3903,19.2998326138,-99.1027734524
356,9106,19.3409723932,-98.9582790207,440,11155,19.3410024075,-98.9582790207
347,13900,19.4186534,-99.0934215,489,12316,19.4186102,-99.0934215
41,4771,19.2929924963,-99.1783405039,198,5051,19.2929904583,-99.1783405039
262,6858,19.4769939484,-99.1214741974,275,7177,19.4770211352,-99.1214741974
384,9719,19.294263528,-99.156824325,647,16651,19.2942162851,-99.156824325
15,12819,19.323371225,-99.1725000753,281,7300,19.3234219773,-99.1725000753
256,6674,19.4193386479,-99.0946402019,347,13905,19.4193400304,-99.0946402019
261,6814,19.406896,-99.08131,79,9306,19.406896,-99.08131
440,11139,19.2770323225,-98.8827298167,575,14661,19.2770531589,-98.8827298167
22,648,19.3111258,-99.0698296,435,11058,19.3111065216,-99.0698296
189,4846,19.4076884019,-99.0820805082,79,2115,19.4076718667,-99.0820805082
89,8973,19.4575618089,-99.214716234,308,7977,19.4576222916,-99.214716234
98,2561,19.3236960493,-99.1737229703,148,3798,19.323631759,-99.1737229703
506,12770,19.3158454194,-99.0628219572,128,3273,19.3158299651,-99.0628219572
204,5211,19.4730731518,-99.145021079,56,1461,19.4730650787,-99.145021079
47,1264,19.3953518497,-99.1370350804,40,7582,19.3953514,-99.1370350804
613,15693,19.3722766502,-99.0970540096,79,9296,19.3722766521,-99.0970540096
117,3039,19.3759186303,-99.1888918559,499,12571,19.375916,-99.1888918559
363,9222,19.4859147532,-99.1034643125,504,12697,19.4859709417,-99.1034643125
454,14408,19.3661752922,-99.1556274078,160,4168,19.3661495,-99.1556274078
226,5772,19.3717827721,-99.1368005847,449,11312,19.3718633336,-99.1368005847
337,8699,19.5042665814,-99.2013208528,340,8735,19.5042335754,-99.2013208528
46,1254,19.4702536353,-99.0796143171,72,1956,19.470289905,-99.0796143171
591,15061,19.3866991895,-99.0390781424,220,5620,19.3866831519,-99.0390781424
454,11479,19.3571911138,-99.1528911263,306,7921,19.3572182087,-99.1528911263
199,5087,19.3083789055,-99.1344827461,372,9454,19.3083730499,-99.1344827461
110,2879,19.3712481599,-99.0747864199,578,14725,19.3712679379,-99.0747864199
